40.000000000000014,1.1863283203031484e-17,-341.5262019945686
40.93171969123018,1.5638853023799293e-17,-339.1262019945686
41.88514192203599,2.0616023381916652e-17,-336.72620199456867
42.86077220950427,2.7177211745448093e-17,-334.32620199456863
43.859127845727414,3.582654251861129e-17,-331.9262019945686
44.88073817207855,4.7228581094336994e-17,-329.5262019945686
45.92614485987533,6.225939528006749e-17,-327.1262019945686
46.9959021975812,8.2073867366396e-17,-324.7262019945686
48.09057738469654,1.0819442871513621e-16,-322.3262019945686
49.210750832495286,1.4262803472798947e-16,-319.9262019945686
50.35701647176671,1.8802036788722917e-16,-317.5262019945686
51.529982067725385,2.478591169531947e-16,-315.1262019945686
52.73026954225631,3.2674195113618897e-16,-312.7262019945686
53.95851530366615,4.307297788543478e-16,-310.32620199456863
55.215370584115426,5.678124334716581e-16,-307.9262019945686
56.501501784910175,7.485225666601196e-16,-305.5262019945686
57.81759082983711,9.867449174612417e-16,-303.12620199456865
59.1643355267283,1.3007831366795665e-15,-300.72620199456867
60.54244993744833,1.7147661353283799e-15,-298.32620199456863
61.95266475649926,2.2605020129449653e-15,-295.92620199456866
63.39572769844455,2.979922011085025e-15,-293.5262019945686
64.8724038943572,3.928302271485394e-15,-291.12620199456865
66.38347629750244,5.178510940472069e-15,-288.7262019945686
67.92974609846979,6.826606942965386e-15,-286.32620199456863
69.51203314997504,8.999220604040078e-15,-283.9262019945686
71.13117640155693,1.186328320303148e-14,-281.5262019945686
72.78803434439936,1.5638853023799307e-14,-279.1262019945686
74.48348546651472,2.061602338191666e-14,-276.7262019945686
76.2184287185299,2.7177211745448092e-14,-274.32620199456863
77.99378399032184,3.582654251861134e-14,-271.9262019945686
79.81049259875522,4.7228581094337e-14,-269.5262019945686
81.6695177867812,6.225939528006744e-14,-267.1262019945686
83.57184523416161,8.207386736639597e-14,-264.7262019945686
85.51848358008932,1.0819442871513638e-13,-262.3262019945686
87.51046495798214,1.4262803472798905e-13,-259.9262019945686
89.54884554273363,1.880203678872293e-13,-257.5262019945686
